State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,season trim,season nombot,crop nombot,number randonnn
Kerala,KOLLAM,2011,Autumn     ,Rice,619.89,1396.29,Autumn,3,1,0.98990107
Karnataka,HAVERI,2003,Rabi       ,Sunflower,11844,3601,Rabi,2,3,0.995633028
Telangana ,WARANGAL,2000,Whole Year ,Tobacco,278,455,Whole Year,3,3,0.443908298
Madhya Pradesh,SHEOPUR,2013,Rabi       ,Gram,8230,17125,Rabi,2,3,0.287846244
Assam,KAMRUP,2012,Rabi       ,Peas & beans (Pulses),1755,1470,Rabi,2,3,0.800707169
Karnataka,SHIMOGA,2003,Rabi       ,Horse-gram,108,26,Rabi,2,3,0.189566966
Jammu and Kashmir ,SRINAGAR,2003,Rabi       ,Wheat,9,10,Rabi,2,3,0.826216494
Punjab,JALANDHAR,2007,Kharif     ,Maize,13000,49000,Kharif,1,2,0.771851867
West Bengal,PURULIA,2013,Kharif     ,Soyabean,15,6,Kharif,1,3,0.781405494
Maharashtra,NANDURBAR,2003,Kharif     ,Soyabean,1400,2100,Kharif,1,3,0.502441604
Uttar Pradesh,GONDA,2009,Rabi       ,Garlic,86,457,Rabi,2,3,0.368447605
Karnataka,RAMANAGARA,2012,Whole Year ,Turmeric,8,38,Whole Year,3,3,0.190427625
Haryana,ROHTAK,2010,Kharif     ,Moong(Green Gram),106,,Kharif,1,3,0.25462263
Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Soyabean,26,17,Kharif,1,3,0.317987591
Karnataka,KOPPAL,2007,Kharif     ,Niger seed,1374,182,Kharif,1,3,0.863148581
Gujarat,DOHAD,2009,Rabi       ,Wheat,32900,60800,Rabi,2,3,0.335712604
Gujarat,MAHESANA,2012,Kharif     ,Moth,600,300,Kharif,1,3,0.160158596
Assam,BARPETA,2007,Rabi       ,Moong(Green Gram),855,411,Rabi,2,3,0.600483125
Gujarat,PORBANDAR,2012,Kharif     ,Groundnut,55500,20100,Kharif,1,3,0.431588209
Madhya Pradesh,UJJAIN,2013,Whole Year ,Tobacco,18,12,Whole Year,3,3,0.720668534
Assam,DHEMAJI,2012,Kharif     ,Orange,31,303,Kharif,1,3,0.362265233
Assam,KOKRAJHAR,2003,Whole Year ,Sugarcane,72,2779,Whole Year,3,3,0.315835709
Uttar Pradesh,MORADABAD,2006,Rabi       ,Garlic,44,193,Rabi,2,3,0.671015783
Kerala,KASARAGOD,2002,Whole Year ,Black pepper,6948,2052,Whole Year,3,3,0.42745872
Punjab,PATHANKOT,2014,Kharif     ,Maize,8000,18000,Kharif,1,2,0.904062671
Haryana,HISAR,2003,Whole Year ,Other Fresh Fruits,1266,14500,Whole Year,3,3,0.025640159
Karnataka,SHIMOGA,2000,Whole Year ,Turmeric,14,62,Whole Year,3,3,0.57697939
Andhra Pradesh,SPSR NELLORE,2004,Kharif     ,Ragi,121,120,Kharif,1,3,0.522995851
Madhya Pradesh,PANNA,2013,Kharif     ,Other Kharif pulses,91,68,Kharif,1,3,0.539146361
Uttar Pradesh,BASTI,1998,Kharif     ,Arhar/Tur,8908,3013,Kharif,1,3,0.839817753
Odisha,BALANGIR,2005,Autumn     ,Ragi,845,333.8,Autumn,3,3,0.538068149
Odisha,NABARANGPUR,2012,Autumn     ,Maize,53923,160690.6,Autumn,3,2,0.284701046
Rajasthan,PALI,2002,Kharif     ,Castor seed,1095,56,Kharif,1,3,0.558404747
Rajasthan,DUNGARPUR,2009,Kharif     ,Rice,13961,5060,Kharif,1,1,0.473172737
Madhya Pradesh,SHAJAPUR,2001,Whole Year ,Coriander,4269,1521,Whole Year,3,3,0.688177829
Karnataka,DAVANGERE,2006,Rabi       ,Horse-gram,1742,909,Rabi,2,3,0.415918275
Himachal Pradesh,LAHUL AND SPITI,2008,Rabi       ,Rapeseed &Mustard,75,112,Rabi,2,3,0.880156281
Chhattisgarh,JASHPUR,2006,Rabi       ,Khesari,323,169,Rabi,2,3,0.367008236
Karnataka,CHAMARAJANAGAR,2006,Whole Year ,Banana,2395,27514,Whole Year,3,3,0.702527489
Madhya Pradesh,BALAGHAT,2002,Rabi       ,Other  Rabi pulses,17347,9035,Rabi,2,3,0.411912702
Chhattisgarh,MUNGELI,2011,Whole Year ,Banana,12,409,Whole Year,3,3,0.140070685
Gujarat,VADODARA,2007,Kharif     ,Castor seed,16600,22700,Kharif,1,3,0.416730642
Tamil Nadu,NAMAKKAL,2008,Whole Year ,Cotton(lint),3090,9434,Whole Year,3,3,0.562593851
Bihar,SHEIKHPURA,2002,Rabi       ,Wheat,17486,31902,Rabi,2,3,0.426475806
Chhattisgarh,MUNGELI,2014,Whole Year ,Banana,15,554,Whole Year,3,3,0.219026431
Odisha,KANDHAMAL,2008,Winter     ,Sesamum,119,39.5,Winter,3,3,0.707859068
Chhattisgarh,JASHPUR,2004,Kharif     ,Maize,6338,10681,Kharif,1,2,0.236969368
Karnataka,KOPPAL,2011,Kharif     ,Bajra,65874,75586,Kharif,1,3,0.170206966
Gujarat,JUNAGADH,1998,Rabi       ,Gram,20600,30500,Rabi,2,3,0.331625783
Meghalaya,SOUTH GARO HILLS,2000,Kharif     ,Rice,8760,10123,Kharif,1,1,0.275808515
Gujarat,DANG,2012,Kharif     ,Other Cereals & Millets,2400,1500,Kharif,1,3,0.29464313
Punjab,TARN TARAN,2013,Kharif     ,Arhar/Tur,4000,3000,Kharif,1,3,0.35992268
Assam,UDALGURI,2014,Autumn     ,Rice,25642,24554,Autumn,3,1,0.538616383
Madhya Pradesh,SHIVPURI,1997,Kharif     ,Maize,22000,27300,Kharif,1,2,0.166239
Karnataka,SHIMOGA,2008,Rabi       ,Urad,190,83,Rabi,2,3,0.071047455
Bihar,VAISHALI,1999,Kharif     ,Arhar/Tur,1503,2441,Kharif,1,3,0.942705684
West Bengal,MALDAH,2006,Rabi       ,Masoor,4038,2990,Rabi,2,3,0.083499049
Bihar,PASHCHIM CHAMPARAN,2007,Rabi       ,Other  Rabi pulses,1088,806,Rabi,2,3,0.329148235
Karnataka,GADAG,2014,Kharif     ,Groundnut,37259,29662,Kharif,1,3,0.395133873
Madhya Pradesh,BETUL,1997,Kharif     ,Sesamum,1200,200,Kharif,1,3,0.661398416
Madhya Pradesh,SHEOPUR,2008,Rabi       ,Wheat,40220,94285,Rabi,2,3,0.895369482
Bihar,SIWAN,2010,Kharif     ,Jowar,29,31,Kharif,1,3,0.927975364
Goa,NORTH GOA,2005,Kharif     ,Ragi,223,279,Kharif,1,3,0.354293822
Nagaland,WOKHA,2006,Rabi       ,Rice,280,450,Rabi,2,1,0.137559057
Assam,DARRANG,1999,Summer     ,Rice,13501,27841,Summer,3,1,0.037237676
Rajasthan,SIKAR,2008,Rabi       ,Wheat,85657,250455,Rabi,2,3,0.249234231
West Bengal,HOOGHLY,2000,Kharif     ,Dry ginger,83,75,Kharif,1,3,0.388045451
Uttar Pradesh,GORAKHPUR,2007,Kharif     ,Guar seed,3,2,Kharif,1,3,0.762066516
Madhya Pradesh,SEHORE,2007,Whole Year ,Sesamum,87,36,Whole Year,3,3,0.305842069
Odisha,BALANGIR,2012,Winter     ,Horse-gram,8778,3669.2,Winter,3,3,0.736010992
Odisha,BALANGIR,2003,Whole Year ,Garlic,230,750,Whole Year,3,3,0.138135277
Assam,JORHAT,2013,Autumn     ,Rice,3267,3282,Autumn,3,1,0.837949728
Rajasthan,ALWAR,2000,Rabi       ,Masoor,105,94,Rabi,2,3,0.71519706
Karnataka,CHITRADURGA,2000,Summer     ,Maize,253,711,Summer,3,2,0.295281585
Uttar Pradesh,MAU,1997,Summer     ,Moong(Green Gram),165,89,Summer,3,3,0.588101698
Maharashtra,OSMANABAD,2004,Rabi       ,Other Cereals & Millets,400,200,Rabi,2,3,0.377673044
Haryana,REWARI,2007,Rabi       ,Barley,1254,3000,Rabi,2,3,0.496086541
Odisha,PURI,2014,Winter     ,Rice,100000,182000,Winter,3,1,0.85156728
Uttarakhand,ALMORA,2001,Kharif     ,Soyabean,453,249,Kharif,1,3,0.108842874
Karnataka,GADAG,2009,Rabi       ,Jowar,59056,39711,Rabi,2,3,0.565299316
Maharashtra,OSMANABAD,2011,Rabi       ,Jowar,248500,179500,Rabi,2,3,0.541631823
Karnataka,SHIMOGA,2004,Whole Year ,Turmeric,22,105,Whole Year,3,3,0.667018309
Uttar Pradesh,KUSHI NAGAR,2004,Kharif     ,Bajra,94,163,Kharif,1,3,0.49587003
Arunachal Pradesh,WEST SIANG,2005,Whole Year ,Sugarcane,92,2621,Whole Year,3,3,0.224932678
Bihar,DARBHANGA,2001,Whole Year ,Banana,88,717,Whole Year,3,3,0.637700695
Karnataka,GULBARGA,2014,Summer     ,Dry chillies,64,123,Summer,3,3,0.74085218
Karnataka,BIDAR,1999,Rabi       ,Jowar,31377,15692,Rabi,2,3,0.434909308
Uttar Pradesh,BALLIA,2013,Rabi       ,Masoor,17486,20319,Rabi,2,3,0.354328716
Uttar Pradesh,CHITRAKOOT,2002,Kharif     ,Sesamum,167,23,Kharif,1,3,0.239876153
Uttar Pradesh,SANT KABEER NAGAR,1997,Whole Year ,Potato,2252,19554,Whole Year,3,3,0.973911888
Kerala,KANNUR,2005,Whole Year ,Cashewnut,25066,29252,Whole Year,3,3,0.496344941
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Gram,75000,78000,Rabi,2,3,0.537247799
Uttar Pradesh,KANPUR NAGAR,2011,Rabi       ,Gram,17134,21575,Rabi,2,3,0.053925917
Madhya Pradesh,RATLAM,2005,Kharif     ,Sesamum,283,166,Kharif,1,3,0.841793455
Assam,TINSUKIA,1997,Kharif     ,Maize,1057,634,Kharif,1,2,0.656400244
Madhya Pradesh,GUNA,1999,Kharif     ,Sesamum,1398,599,Kharif,1,3,0.23091702
Kerala,ALAPPUZHA,2000,Whole Year ,Tapioca,4843,81313,Whole Year,3,3,0.137238112
Tamil Nadu,DINDIGUL,2002,Whole Year ,Coriander,175,33,Whole Year,3,3,0.703190594
Kerala,KANNUR,2003,Whole Year ,Bhindi,19,0,Whole Year,3,3,0.288995571
Karnataka,TUMKUR,2013,Kharif     ,Arhar/Tur,10966,4240,Kharif,1,3,0.157976278
Assam,GOLAGHAT,2014,Kharif     ,Orange,93,1068,Kharif,1,3,0.995613154
Himachal Pradesh,BILASPUR,2000,Kharif     ,Peas & beans (Pulses),5,4,Kharif,1,3,0.252792135
West Bengal,HOWRAH,2014,Winter     ,Rice,71064,176630,Winter,3,1,0.025132015
Madhya Pradesh,RATLAM,2011,Whole Year ,Sweet potato,24,144,Whole Year,3,3,0.562975514
Uttar Pradesh,KAUSHAMBI,2005,Whole Year ,Guar seed,24,19,Whole Year,3,3,0.703496787
Uttar Pradesh,SONBHADRA,2006,Kharif     ,Sesamum,4742,465,Kharif,1,3,0.369947419
Bihar,JEHANABAD,2004,Rabi       ,Gram,1829,1295,Rabi,2,3,0.210600591
Odisha,NUAPADA,2002,Kharif     ,Urad,4030,258.1,Kharif,1,3,0.192157829
Kerala,PALAKKAD,2002,Whole Year ,Pineapple,139,1001,Whole Year,3,3,0.753709107
Bihar,SITAMARHI,1998,Whole Year ,Onion,726,3572,Whole Year,3,3,0.76477499
Maharashtra,NANDED,2010,Kharif     ,Arhar/Tur,68300,40400,Kharif,1,3,0.151466461
Bihar,SHEIKHPURA,2009,Rabi       ,Gram,1271,1979,Rabi,2,3,0.008357203
Gujarat,JAMNAGAR,2000,Kharif     ,Other Kharif pulses,100,0,Kharif,1,3,0.340225021
Punjab,KAPURTHALA,2005,Rabi       ,Rapeseed &Mustard,1000,2000,Rabi,2,3,0.159465342
Bihar,BHOJPUR,1999,Summer     ,Maize,139,330,Summer,3,2,0.333973185
Madhya Pradesh,SIDHI,2011,Kharif     ,Arhar/Tur,17583,6363,Kharif,1,3,0.85027653
Uttar Pradesh,AGRA,2002,Kharif     ,Moth,4,2,Kharif,1,3,0.106784177
Karnataka,KODAGU,2010,Kharif     ,Rice,35291,89155,Kharif,1,1,0.581977511
Tripura,DHALAI,2008,Rabi       ,Urad,54,43,Rabi,2,3,0.171680552
Telangana ,MEDAK,2014,Kharif     ,Cotton(lint),133703,233587,Kharif,1,3,0.795098042
Chhattisgarh,RAJNANDGAON,2000,Whole Year ,Dry chillies,531,194,Whole Year,3,3,0.236926991
Punjab,FIROZEPUR,2008,Rabi       ,Barley,5000,18000,Rabi,2,3,0.651503184
Uttar Pradesh,BASTI,1999,Whole Year ,Onion,256,3608,Whole Year,3,3,0.720730634
Madhya Pradesh,NEEMUCH,2000,Whole Year ,Sugarcane,6,150,Whole Year,3,3,0.063984202
Tamil Nadu,THE NILGIRIS,1997,Whole Year ,Dry chillies,21,10,Whole Year,3,3,0.538007143
Punjab,PATIALA,1999,Rabi       ,Barley,2000,5000,Rabi,2,3,0.740561319
Karnataka,KOPPAL,2000,Kharif     ,Small millets,7581,3810,Kharif,1,3,0.377149461
Jharkhand,PAKUR,2006,Rabi       ,Wheat,3357.12,4603,Rabi,2,3,0.78503292
Arunachal Pradesh,DIBANG VALLEY,2007,Whole Year ,Oilseeds total,146,106,Whole Year,3,3,0.337736723
Haryana,PANIPAT,1999,Rabi       ,Wheat,81924,356000,Rabi,2,3,0.843924286
Himachal Pradesh,MANDI,2007,Rabi       ,Gram,55,56,Rabi,2,3,0.502105064
Tamil Nadu,TUTICORIN,2008,Whole Year ,Ragi,247,497,Whole Year,3,3,0.728056167
Assam,NALBARI,2007,Whole Year ,Dry chillies,375,170,Whole Year,3,3,0.920675271
Odisha,KORAPUT,2001,Rabi       ,Gram,1180,370,Rabi,2,3,0.963694061
Chhattisgarh,NARAYANPUR,2012,Whole Year ,Sugarcane,3,11,Whole Year,3,3,0.122566456
Uttar Pradesh,SAHARANPUR,2009,Summer     ,Maize,7,10,Summer,3,2,0.879117523
Uttar Pradesh,SONBHADRA,2009,Kharif     ,Guar seed,4,3,Kharif,1,3,0.997412667
Maharashtra,PUNE,2009,Rabi       ,Safflower,3300,900,Rabi,2,3,0.113064898
Manipur,IMPHAL WEST,2004,Rabi       ,Rapeseed &Mustard,110,50,Rabi,2,3,0.736890654
Uttar Pradesh,GHAZIPUR,2009,Rabi       ,Barley,7244,13177,Rabi,2,3,0.263675519
Punjab,FIROZEPUR,2002,Kharif     ,Cotton(lint),121000,293000,Kharif,1,3,0.183700975
Kerala,PALAKKAD,2004,Whole Year ,Black pepper,7305,991,Whole Year,3,3,0.6124515
Uttar Pradesh,BUDAUN,1999,Kharif     ,Rice,108043,200329,Kharif,1,1,0.890253305
Telangana ,NIZAMABAD,1997,Rabi       ,Gram,2600,300,Rabi,2,3,0.741949215
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Peas & beans (Pulses),7033,8925,Rabi,2,3,0.382047572
Uttar Pradesh,HATHRAS,2007,Rabi       ,Gram,84,113,Rabi,2,3,0.653198839
Bihar,PURNIA,2007,Kharif     ,Other Kharif pulses,206,143,Kharif,1,3,0.550897459
Gujarat,JUNAGADH,2003,Whole Year ,Onion,3400,110800,Whole Year,3,3,0.975917156
Uttar Pradesh,KUSHI NAGAR,2002,Whole Year ,Turmeric,478,868,Whole Year,3,3,0.1461826
Maharashtra,YAVATMAL,2006,Summer     ,Groundnut,10200,11200,Summer,3,3,0.331938705
Uttar Pradesh,CHANDAULI,1999,Kharif     ,Rice,103837,298636,Kharif,1,1,0.007953611
Assam,KAMRUP METRO,2012,Winter     ,Paddy,20348,48404,Winter,3,3,0.652390786
Uttar Pradesh,PILIBHIT,2002,Kharif     ,Bajra,22,27,Kharif,1,3,0.273338371
Assam,NAGAON,2004,Whole Year ,Onion,1018,2139,Whole Year,3,3,0.525141791
Telangana ,KHAMMAM,2011,Kharif     ,Soyabean,16,26,Kharif,1,3,0.07435936
Karnataka,GULBARGA,2010,Summer     ,Onion,191,2032,Summer,3,3,0.43442712
Telangana ,NIZAMABAD,2013,Rabi       ,Groundnut,1199,2477,Rabi,2,3,0.168287505
Meghalaya,EAST JAINTIA HILLS,2009,Summer     ,Rice,45,92,Summer,3,1,0.96422752
Bihar,BUXAR,2011,Winter     ,Rice,73252,258125,Winter,3,1,0.986713759
Bihar,KAIMUR (BHABUA),2012,Summer     ,Moong(Green Gram),118,74,Summer,3,3,0.772512288
West Bengal,NADIA,2010,Rabi       ,Rapeseed &Mustard,72847,74915,Rabi,2,3,0.458439756
Uttar Pradesh,BALLIA,2009,Rabi       ,Garlic,48,255,Rabi,2,3,0.274868333
Telangana ,MEDAK,2010,Whole Year ,Banana,727,23713,Whole Year,3,3,0.912076316
Chhattisgarh,JASHPUR,2001,Rabi       ,Khesari,202,90,Rabi,2,3,0.829688577
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Sesamum,4053,2116,Kharif,1,3,0.07201932
Gujarat,VALSAD,1997,Whole Year ,Onion,100,1800,Whole Year,3,3,0.828704847
Bihar,BHOJPUR,2005,Whole Year ,Sannhamp,2,1,Whole Year,3,3,0.444914908
Arunachal Pradesh,LOWER DIBANG VALLEY,2004,Whole Year ,Potato,50,335,Whole Year,3,3,0.986490706
Bihar,SITAMARHI,2002,Rabi       ,Maize,1714,4775,Rabi,2,2,0.941446317
Bihar,KISHANGANJ,2003,Rabi       ,Peas & beans (Pulses),16,15,Rabi,2,3,0.308992643
Assam,UDALGURI,2011,Kharif     ,Niger seed,279,146,Kharif,1,3,0.600628343
Karnataka,BANGALORE RURAL,2006,Kharif     ,Sesamum,1250,632,Kharif,1,3,0.546370255
West Bengal,24 PARAGANAS NORTH,2005,Kharif     ,Dry ginger,270,645,Kharif,1,3,0.936713304
Karnataka,BELGAUM,1998,Whole Year ,Garlic,768,918,Whole Year,3,3,0.935146934
Bihar,KHAGARIA,2005,Kharif     ,Urad,2762,2014,Kharif,1,3,0.923025801
Jharkhand,SARAIKELA KHARSAWAN,2010,Rabi       ,Arhar/Tur,76,101,Rabi,2,3,0.925237905
Uttar Pradesh,KANNAUJ,2002,Kharif     ,Jowar,1319,1440,Kharif,1,3,0.366185995
Maharashtra,HINGOLI,2002,Kharif     ,Sesamum,2100,600,Kharif,1,3,0.766215385
Madhya Pradesh,ASHOKNAGAR,2012,Whole Year ,Dry chillies,453,627,Whole Year,3,3,0.995955773
Madhya Pradesh,NEEMUCH,2008,Rabi       ,Safflower,1,,Rabi,2,3,0.620606362
Assam,BAKSA,2005,Kharif     ,Arhar/Tur,191,115,Kharif,1,3,0.927448401
Assam,KOKRAJHAR,2009,Whole Year ,Sugarcane,172,6727,Whole Year,3,3,0.232686699
Assam,DIBRUGARH,2008,Rabi       ,Peas & beans (Pulses),276,94,Rabi,2,3,0.339598384
Mizoram,AIZAWL,2000,Kharif     ,Soyabean,643,625,Kharif,1,3,0.128830514
Sikkim,NORTH DISTRICT,2006,Rabi       ,Wheat,850,900,Rabi,2,3,0.428774267
Meghalaya,SOUTH WEST GARO HILLS,2014,Rabi       ,Linseed,13,7,Rabi,2,3,0.220572117
Uttar Pradesh,SANT KABEER NAGAR,1999,Kharif     ,Bajra,220,457,Kharif,1,3,0.79985405
Karnataka,HASSAN,2003,Rabi       ,Moong(Green Gram),46,13,Rabi,2,3,0.904548843
Madhya Pradesh,JHABUA,2004,Rabi       ,Gram,23277,15444,Rabi,2,3,0.41284007
Maharashtra,AURANGABAD,1998,Kharif     ,Sugarcane,15800,333000,Kharif,1,3,0.570692187
Punjab,SANGRUR,2003,Kharif     ,Arhar/Tur,2000,2200,Kharif,1,3,0.226599342
Himachal Pradesh,UNA,2002,Rabi       ,Wheat,36782,68949,Rabi,2,3,0.839614607
Odisha,DHENKANAL,2005,Autumn     ,Ragi,5,1.8,Autumn,3,3,0.315373845
Uttar Pradesh,KANNAUJ,2011,Kharif     ,Groundnut,2167,2170,Kharif,1,3,0.800403306
Odisha,BALANGIR,2007,Summer     ,Urad,120,26.3,Summer,3,3,0.950417361
Himachal Pradesh,MANDI,2006,Kharif     ,Moth,1,,Kharif,1,3,0.510553069
Madhya Pradesh,NEEMUCH,1998,Whole Year ,Sugarcane,62,2300,Whole Year,3,3,0.578301801
Telangana ,ADILABAD,2002,Whole Year ,Tomato,1851,7948,Whole Year,3,3,0.928142213
Madhya Pradesh,RAISEN,2013,Rabi       ,Rapeseed &Mustard,233,197,Rabi,2,3,0.222843471
Uttar Pradesh,LUCKNOW,2010,Rabi       ,Potato,4979,101477,Rabi,2,3,0.523241164
Haryana,REWARI,2006,Kharif     ,Cotton(lint),2886,6000,Kharif,1,3,0.275676444
Tamil Nadu,TIRUVANNAMALAI,2010,Kharif     ,Rice,125490,357692,Kharif,1,1,0.389932029
Chhattisgarh,KANKER,2008,Kharif     ,Niger seed,524,117,Kharif,1,3,0.732603922
Chhattisgarh,RAIPUR,2006,Kharif     ,Cotton(lint),37,76,Kharif,1,3,0.509198432
Chhattisgarh,KORBA,2008,Whole Year ,Onion,118,618,Whole Year,3,3,0.241411032
Uttar Pradesh,MIRZAPUR,2009,Kharif     ,Jowar,3949,4075,Kharif,1,3,0.719815437
Nagaland,WOKHA,2000,Kharif     ,Other Kharif pulses,620,510,Kharif,1,3,0.042414903
Karnataka,KODAGU,2002,Rabi       ,Other  Rabi pulses,76,8,Rabi,2,3,0.612629999
Bihar,GOPALGANJ,2000,Kharif     ,Arhar/Tur,2567,2431,Kharif,1,3,0.468305817
Odisha,BOUDH,2004,Winter     ,Sesamum,1530,195.8,Winter,3,3,0.446294072
Assam,KOKRAJHAR,2012,Rabi       ,Rapeseed &Mustard,25135,16243,Rabi,2,3,0.559853679
Maharashtra,SANGLI,2009,Kharif     ,Jowar,90700,77200,Kharif,1,3,0.541899578
Tamil Nadu,KRISHNAGIRI,2005,Kharif     ,Small millets,3631,1503,Kharif,1,3,0.927118458
Rajasthan,BHILWARA,1999,Kharif     ,Sesamum,10760,1719,Kharif,1,3,0.667350493
Bihar,PASHCHIM CHAMPARAN,2003,Rabi       ,Wheat,79151,141538,Rabi,2,3,0.328607719
Gujarat,SURAT,2010,Summer     ,Moong(Green Gram),8500,4300,Summer,3,3,0.322720928
Uttar Pradesh,AMROHA,2001,Rabi       ,Masoor,326,324,Rabi,2,3,0.359224667
Chhattisgarh,BALODA BAZAR,2011,Kharif     ,Arhar/Tur,1492,474,Kharif,1,3,0.752210535
Odisha,KHORDHA,2007,Summer     ,Maize,2,2.2,Summer,3,2,0.523725584
Chhattisgarh,KOREA,2006,Kharif     ,Rice,71107,66435,Kharif,1,1,0.391049129
Odisha,PURI,2008,Winter     ,Rapeseed &Mustard,37,3,Winter,3,3,0.074413988
Karnataka,CHAMARAJANAGAR,2008,Rabi       ,Groundnut,55,34,Rabi,2,3,0.871926446
Gujarat,BHAVNAGAR,2007,Kharif     ,Moong(Green Gram),2100,1200,Kharif,1,3,0.320110076
Maharashtra,NANDURBAR,2012,Rabi       ,Gram,19300,15700,Rabi,2,3,0.53088279
Uttar Pradesh,AGRA,1997,Kharif     ,Soyabean,4,4,Kharif,1,3,0.401661764
Karnataka,CHAMARAJANAGAR,2005,Whole Year ,Cotton(lint),6842,3169,Whole Year,3,3,0.179119176
Gujarat,SURAT,2007,Whole Year ,Banana,3600,239800,Whole Year,3,3,0.834516855
Gujarat,BANAS KANTHA,2008,Rabi       ,Gram,300,300,Rabi,2,3,0.862323405
Kerala,PATHANAMTHITTA,2003,Whole Year ,Pineapple,279,1798,Whole Year,3,3,0.397174054
Tamil Nadu,ERODE,2002,Whole Year ,Drum Stick,552,0,Whole Year,3,3,0.516129145
Haryana,FATEHABAD,2001,Kharif     ,Maize,154,0,Kharif,1,2,0.163800091
Chhattisgarh,DANTEWADA,2010,Kharif     ,Groundnut,1,1,Kharif,1,3,0.04431591
West Bengal,24 PARAGANAS NORTH,2009,Kharif     ,Jute,53654,1094852,Kharif,1,3,0.787686507
Bihar,ROHTAS,2009,Rabi       ,Wheat,111012,256218,Rabi,2,3,0.660012032
Jammu and Kashmir ,LEH LADAKH,2008,Rabi       ,Peas & beans (Pulses),179,88.2,Rabi,2,3,0.208807619
Uttar Pradesh,KAUSHAMBI,2005,Rabi       ,Potato,4882,91313,Rabi,2,3,0.322076263
Madhya Pradesh,MANDLA,2003,Whole Year ,Cauliflower,110,0,Whole Year,3,3,0.250601911
Haryana,SONIPAT,2001,Whole Year ,Dry chillies,96,200,Whole Year,3,3,0.306481946
Madhya Pradesh,SEHORE,2011,Whole Year ,Sesamum,71,54,Whole Year,3,3,0.481421948
Chhattisgarh,KABIRDHAM,2000,Whole Year ,Banana,4,146,Whole Year,3,3,0.290039352
West Bengal,MEDINIPUR WEST,2000,Whole Year ,Potato,39842,1154904,Whole Year,3,3,0.475830117
Madhya Pradesh,RATLAM,2009,Whole Year ,Banana,5,225,Whole Year,3,3,0.766595015
Gujarat,SABAR KANTHA,2001,Summer     ,Groundnut,2600,3000,Summer,3,3,0.7420637
Madhya Pradesh,REWA,2009,Whole Year ,Wheat,155731,158014,Whole Year,3,3,0.664412267
Uttar Pradesh,HAMIRPUR,2009,Rabi       ,Gram,77955,54900,Rabi,2,3,0.937072831
Uttar Pradesh,MAHOBA,2001,Kharif     ,Small millets,205,140,Kharif,1,3,0.914446888
Assam,GOLAGHAT,2009,Whole Year ,Banana,2955,40945,Whole Year,3,3,0.514222105
Nagaland,WOKHA,2014,Kharif     ,Jute,590,1120,Kharif,1,3,0.565923887
Uttar Pradesh,ALLAHABAD,2005,Whole Year ,Dry chillies,115,105,Whole Year,3,3,0.531052081
Odisha,CUTTACK,2001,Kharif     ,Arhar/Tur,1160,950,Kharif,1,3,0.9511399
Odisha,DHENKANAL,1999,Rabi       ,Castor seed,800,470,Rabi,2,3,0.45597343
Uttar Pradesh,SULTANPUR,2003,Whole Year ,Sannhamp,12,4,Whole Year,3,3,0.749861863
Uttar Pradesh,KANNAUJ,2003,Rabi       ,Gram,1895,2393,Rabi,2,3,0.59077896
Tamil Nadu,VILLUPURAM,1999,Whole Year ,Tapioca,8938,277486,Whole Year,3,3,0.638700539
Rajasthan,KARAULI,1998,Kharif     ,Sannhamp,37,6,Kharif,1,3,0.110112029
Karnataka,MANDYA,2009,Kharif     ,Moong(Green Gram),308,38,Kharif,1,3,0.597004951
Assam,GOALPARA,2011,Whole Year ,Onion,350,757,Whole Year,3,3,0.156692414
Madhya Pradesh,ASHOKNAGAR,2008,Whole Year ,Sesamum,424,284,Whole Year,3,3,0.599510444
Uttar Pradesh,HAMIRPUR,1997,Kharif     ,Rice,1573,1771,Kharif,1,1,0.932734561
Uttar Pradesh,SAMBHAL,2014,Rabi       ,Masoor,970,470,Rabi,2,3,0.141871067
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Groundnut,14610,39725,Rabi,2,3,0.736990147
Uttar Pradesh,BUDAUN,2000,Rabi       ,Barley,1795,4089,Rabi,2,3,0.838220426
Chhattisgarh,BILASPUR,2007,Kharif     ,Moong(Green Gram),87,20,Kharif,1,3,0.736195618
West Bengal,BIRBHUM,2009,Kharif     ,Sunflower,53,90,Kharif,1,3,0.873201248
Meghalaya,RI BHOI,2010,Kharif     ,Castor seed,1,1,Kharif,1,3,0.477944822
Madhya Pradesh,UMARIA,2013,Kharif     ,Groundnut,17,13,Kharif,1,3,0.845539522
West Bengal,MEDINIPUR WEST,1997,Whole Year ,Potato,44109,1165840,Whole Year,3,3,0.794806552
Bihar,GOPALGANJ,2014,Autumn     ,Maize,5803,14214,Autumn,3,2,0.445364831
Uttar Pradesh,GORAKHPUR,1999,Kharif     ,Arhar/Tur,11972,9195,Kharif,1,3,0.995909183
Karnataka,GADAG,2014,Kharif     ,Cotton(lint),64795,198055,Kharif,1,3,0.091975066
Odisha,NAYAGARH,2003,Kharif     ,Arhar/Tur,1340,820,Kharif,1,3,0.637713305
Maharashtra,AKOLA,2008,Kharif     ,Sunflower,16000,8400,Kharif,1,3,0.400017086
