CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,RANDOM,crop type1,soil type1,weather condition1,region1
COTTON,HUMID,SEMI HUMID,20-30,RAINY,0.2,0.475934743,5,3,3,2
MELON,WET,HUMID,30-40,RAINY,0.1,0.399403881,2,2,3,1
SOYABEAN,DRY,SEMI ARID,40-50,SUNNY,12.45,0.874539603,3,1,4,3
MAIZE,WET,SEMI ARID,20-30,NORMAL,4.06,0.290087802,7,2,1,3
BANANA,HUMID,DESERT,40-50,WINDY,10.5,0.528181422,13,3,2,4
MELON,HUMID,HUMID,13-20,RAINY,0.1,0.98266185,2,3,3,1
CITRUS,WET,HUMID,13-20,RAINY,0.1,0.348025384,6,2,3,1
MELON,WET,SEMI ARID,13-20,RAINY,0.1,0.249586145,2,2,3,3
RICE,WET,DESERT,13-20,WINDY,11,0.130158608,9,2,2,4
BANANA,DRY,SEMI ARID,20-30,WINDY,9.7,0.4149692,13,1,2,3
ONION,WET,SEMI ARID,30-40,SUNNY,5.125,0.311467189,4,2,4,3
COTTON,DRY,SEMI HUMID,13-20,SUNNY,8.45,0.54923247,5,1,4,2
SUGARCANE,DRY,SEMI HUMID,30-40,RAINY,2.4,0.412022981,10,1,3,2
SUGARCANE,DRY,SEMI ARID,30-40,NORMAL,11.6,0.337703105,10,1,1,3
CITRUS,DRY,SEMI HUMID,13-20,WINDY,5.5,0.999298029,6,1,2,2
ONION,WET,DESERT,40-50,SUNNY,6.5,0.237984615,4,2,4,4
POTATO,HUMID,DESERT,13-20,NORMAL,6.7,0.243167909,12,3,1,4
SUGARCANE,WET,SEMI HUMID,13-20,RAINY,0.2,0.457194104,10,2,3,2
POTATO,WET,SEMI HUMID,30-40,SUNNY,7.04,0.147353716,12,2,4,2
BANANA,WET,HUMID,13-20,WINDY,3,0.807552818,13,2,2,1
MUSTARD,WET,SEMI ARID,20-30,WINDY,5.06,0.835740899,11,2,2,3
POTATO,DRY,SEMI HUMID,40-50,RAINY,1.75,0.249220339,12,1,3,2
ONION,WET,SEMI HUMID,40-50,RAINY,5.625,0.6506547,4,2,3,2
POTATO,WET,HUMID,20-30,WINDY,4,0.578263228,12,2,2,1
BANANA,HUMID,HUMID,20-30,WINDY,5.65,0.221180163,13,3,2,1
MELON,DRY,HUMID,30-40,NORMAL,5.96,0.708191821,2,1,1,1
TOMATO,DRY,HUMID,40-50,NORMAL,6.96,0.780781754,1,1,1,1
BEAN,DRY,SEMI HUMID,13-20,SUNNY,7.03,0.919288518,15,1,4,2
BEAN,DRY,DESERT,20-30,NORMAL,7.9,0.914973555,15,1,1,4
MAIZE,DRY,SEMI ARID,40-50,SUNNY,10.08,0.354411927,7,1,4,3
BANANA,DRY,SEMI HUMID,30-40,RAINY,0.95,0.590749012,13,1,3,2
MUSTARD,DRY,SEMI HUMID,30-40,NORMAL,6.86,0.856327458,11,1,1,2
MAIZE,DRY,HUMID,13-20,SUNNY,5.46,0.287172783,7,1,4,1
TOMATO,HUMID,SEMI HUMID,20-30,RAINY,0.2,0.928831728,1,3,3,2
BEAN,HUMID,HUMID,40-50,RAINY,0.3,0.941834516,15,3,3,1
SOYABEAN,HUMID,HUMID,20-30,RAINY,0.1,0.430267969,3,3,3,1
MUSTARD,DRY,SEMI HUMID,20-30,SUNNY,7.36,0.30468122,11,1,4,2
WHEAT,DRY,SEMI ARID,30-40,NORMAL,11.6,0.574724504,8,1,1,3
CABBAGE,WET,SEMI HUMID,13-20,SUNNY,3.66,0.445833994,14,2,4,2
BEAN,DRY,DESERT,40-50,WINDY,10.95,0.908624861,15,1,2,4
WHEAT,WET,SEMI ARID,40-50,WINDY,9.34,0.590160913,8,2,2,3
SOYABEAN,DRY,SEMI ARID,40-50,NORMAL,10.95,0.617867079,3,1,1,3
CITRUS,HUMID,SEMI ARID,30-40,NORMAL,5.5,0.868993085,6,3,1,3
MAIZE,HUMID,SEMI ARID,40-50,SUNNY,8.64,0.644383368,7,3,4,3
COTTON,WET,SEMI HUMID,20-30,RAINY,0.1,0.520379278,5,2,3,2
BEAN,WET,SEMI HUMID,20-30,NORMAL,3.6,0.346228886,15,2,1,2
BEAN,HUMID,SEMI ARID,40-50,NORMAL,7.9,0.225536801,15,3,1,3
WHEAT,HUMID,HUMID,40-50,NORMAL,7.32,0.80451461,8,3,1,1
BANANA,HUMID,SEMI HUMID,13-20,WINDY,5.8,0.918417077,13,3,2,2
BEAN,DRY,SEMI HUMID,20-30,WINDY,7.5,0.215501394,15,1,2,2
MUSTARD,DRY,HUMID,13-20,RAINY,0.1,0.105738222,11,1,3,1
COTTON,WET,DESERT,30-40,NORMAL,7.15,0.249982339,5,2,1,4
SUGARCANE,HUMID,SEMI HUMID,20-30,SUNNY,8.6,0.677705164,10,3,4,2
MAIZE,DRY,SEMI HUMID,13-20,SUNNY,6.36,0.572764632,7,1,4,2
ONION,DRY,SEMI ARID,40-50,RAINY,0.8,0.19220078,4,1,3,3
BANANA,WET,DESERT,30-40,RAINY,0.8,0.112573151,13,2,3,4
SOYABEAN,HUMID,SEMI ARID,40-50,RAINY,0.6,0.301502224,3,3,3,3
RICE,DRY,SEMI ARID,30-40,NORMAL,17.5,0.87085111,9,1,1,3
TOMATO,HUMID,SEMI HUMID,40-50,NORMAL,6.42,0.791744101,1,3,1,2
TOMATO,DRY,SEMI HUMID,20-30,WINDY,6.86,0.911494168,1,1,2,2
MELON,HUMID,HUMID,13-20,SUNNY,4.02,0.714780891,2,3,4,1
SOYABEAN,DRY,DESERT,40-50,WINDY,10.95,0.446258418,3,1,2,4
ONION,DRY,SEMI ARID,30-40,WINDY,7.125,0.703496536,4,1,2,3
SUGARCANE,WET,DESERT,40-50,NORMAL,9.4,0.872673198,10,2,1,4
POTATO,HUMID,SEMI ARID,40-50,NORMAL,8.6,0.12260625,12,3,1,3
BEAN,WET,SEMI HUMID,30-40,RAINY,0.1,0.395489406,15,2,3,2
MAIZE,HUMID,SEMI ARID,20-30,RAINY,0.3,0.844155447,7,3,3,3
SUGARCANE,DRY,SEMI ARID,30-40,RAINY,3.6,0.044297087,10,1,3,3
MUSTARD,HUMID,HUMID,20-30,SUNNY,5.02,0.654830257,11,3,4,1
MUSTARD,DRY,HUMID,40-50,NORMAL,6.96,0.214640201,11,1,1,1
MUSTARD,DRY,HUMID,40-50,SUNNY,8.46,0.533906372,11,1,4,1
MELON,DRY,SEMI HUMID,40-50,RAINY,0.8,0.885637234,2,1,3,2
ONION,HUMID,SEMI HUMID,30-40,RAINY,5.875,0.156753267,4,3,3,2
BEAN,DRY,DESERT,30-40,WINDY,9.8,0.347262482,15,1,2,4
BANANA,WET,SEMI ARID,40-50,RAINY,0.8,0.826958029,13,2,3,3
TOMATO,HUMID,DESERT,40-50,RAINY,0.8,0.665073782,1,3,3,4
TOMATO,WET,HUMID,20-30,NORMAL,2.44,0.312042811,1,2,1,1
CABBAGE,DRY,DESERT,40-50,SUNNY,10.1,0.670846756,14,1,4,4
BEAN,DRY,HUMID,40-50,SUNNY,9.3,0.585516915,15,1,4,1
ONION,HUMID,HUMID,40-50,SUNNY,0.2,0.237301234,4,3,4,1
POTATO,HUMID,SEMI HUMID,13-20,NORMAL,4.6,0.523511916,12,3,1,2
MUSTARD,HUMID,SEMI HUMID,40-50,SUNNY,7.92,0.915486987,11,3,4,2
COTTON,DRY,DESERT,40-50,SUNNY,13.25,0.169441723,5,1,4,4
CITRUS,DRY,SEMI ARID,40-50,RAINY,0.8,0.437437328,6,1,3,3
TOMATO,DRY,HUMID,30-40,SUNNY,7.46,0.18794155,1,1,4,1
CITRUS,WET,SEMI HUMID,40-50,RAINY,0.3,0.303523163,6,2,3,2
MUSTARD,HUMID,SEMI ARID,30-40,SUNNY,7.64,0.014786662,11,3,4,3
SOYABEAN,DRY,HUMID,20-30,NORMAL,5.5,0.433801061,3,1,1,1
RICE,HUMID,HUMID,20-30,NORMAL,8,0.953526831,9,3,1,1
COTTON,HUMID,SEMI HUMID,13-20,WINDY,5.8,0.546021433,5,3,2,2
CITRUS,HUMID,HUMID,20-30,NORMAL,3.33,0.293344445,6,3,1,1
SOYABEAN,HUMID,HUMID,40-50,SUNNY,7.3,0.379851595,3,3,4,1
MELON,HUMID,SEMI HUMID,30-40,WINDY,6.42,0.062006837,2,3,2,2
CABBAGE,DRY,SEMI HUMID,20-30,NORMAL,5.3,0.138262832,14,1,1,2
MAIZE,WET,SEMI ARID,13-20,SUNNY,4.56,0.457545033,7,2,4,3
SUGARCANE,HUMID,HUMID,40-50,SUNNY,8.82,0.011953528,10,3,4,1
TOMATO,HUMID,SEMI HUMID,40-50,SUNNY,7.92,0.484334034,1,3,4,2
ONION,WET,SEMI ARID,13-20,SUNNY,3.125,0.124348751,4,2,4,3
RICE,WET,HUMID,20-30,NORMAL,5,0.958863075,9,2,1,1
TOMATO,HUMID,SEMI ARID,13-20,SUNNY,5.64,0.82187184,1,3,4,3
SOYABEAN,DRY,DESERT,40-50,NORMAL,9.95,0.581507347,3,1,1,4
MUSTARD,WET,SEMI HUMID,40-50,NORMAL,5.34,0.787692007,11,2,1,2
WHEAT,DRY,DESERT,13-20,RAINY,2.54,0.408600951,8,1,3,4
SOYABEAN,WET,SEMI HUMID,13-20,RAINY,0.1,0.811234583,3,2,3,2
POTATO,WET,SEMI HUMID,20-30,RAINY,0.2,0.247280666,12,2,3,2
CITRUS,WET,SEMI HUMID,13-20,NORMAL,2.16,0.994697638,6,2,1,2
MELON,DRY,HUMID,30-40,RAINY,0.3,0.967734885,2,1,3,1
MUSTARD,WET,DESERT,13-20,SUNNY,5.1,0.019440111,11,2,4,4
BANANA,WET,SEMI HUMID,40-50,SUNNY,8.02,0.401960373,13,2,4,2
MELON,DRY,HUMID,20-30,NORMAL,4.96,0.900794302,2,1,1,1
ONION,DRY,SEMI HUMID,40-50,NORMAL,6.375,0.490734642,4,1,1,2
RICE,WET,HUMID,30-40,WINDY,7,0.860459005,9,2,2,1
CITRUS,HUMID,SEMI ARID,20-30,NORMAL,4.6,0.806591903,6,3,1,3
COTTON,WET,DESERT,20-30,SUNNY,7.65,0.67735047,5,2,4,4
BANANA,WET,HUMID,13-20,NORMAL,2.06,0.554947647,13,2,1,1
RICE,HUMID,SEMI ARID,13-20,NORMAL,11.5,0.971074058,9,3,1,3
SOYABEAN,WET,SEMI ARID,13-20,RAINY,0.1,0.56172342,3,2,3,3
WHEAT,WET,DESERT,30-40,RAINY,0.3,0.983352352,8,2,3,4
SOYABEAN,WET,SEMI ARID,40-50,WINDY,7.6,0.055383923,3,2,2,3
CABBAGE,DRY,DESERT,30-40,NORMAL,7,0.128235962,14,1,1,4
WHEAT,HUMID,HUMID,30-40,RAINY,0.5,0.512414179,8,3,3,1
MAIZE,WET,DESERT,20-30,RAINY,0.2,0.527635014,7,2,3,4
MUSTARD,WET,DESERT,20-30,RAINY,0.2,0.725529778,11,2,3,4
COTTON,HUMID,DESERT,20-30,SUNNY,9.2,0.12130242,5,3,4,4
WHEAT,HUMID,SEMI ARID,20-30,NORMAL,8.1,0.042254769,8,3,1,3
TOMATO,DRY,SEMI HUMID,13-20,SUNNY,6.36,0.993613247,1,1,4,2
CITRUS,WET,DESERT,40-50,SUNNY,7.8,0.952730624,6,2,4,4
BEAN,HUMID,SEMI ARID,30-40,WINDY,7.6,0.781215494,15,3,2,3
TOMATO,DRY,SEMI ARID,13-20,WINDY,6.58,0.003662438,1,1,2,3
MELON,DRY,SEMI ARID,13-20,RAINY,0.3,0.725359663,2,1,3,3
POTATO,WET,SEMI HUMID,20-30,NORMAL,4.4,0.896183468,12,2,1,2
MAIZE,HUMID,HUMID,20-30,RAINY,0.1,0.892157433,7,3,3,1
MELON,DRY,SEMI HUMID,13-20,NORMAL,4.86,0.032704043,2,1,1,2
RICE,DRY,DESERT,13-20,WINDY,18,0.157962667,9,1,2,4
CITRUS,WET,SEMI ARID,30-40,WINDY,5.83,0.443147702,6,2,2,3
WHEAT,HUMID,SEMI HUMID,40-50,SUNNY,10.5,0.56720404,8,3,4,2
WHEAT,DRY,HUMID,20-30,NORMAL,7.82,0.55184012,8,1,1,1
POTATO,WET,DESERT,13-20,NORMAL,5.15,0.201151101,12,2,1,4
BEAN,DRY,SEMI ARID,40-50,SUNNY,12.45,0.317234517,15,1,4,3
POTATO,HUMID,HUMID,13-20,SUNNY,5.15,0.16246288,12,3,4,1
ONION,HUMID,SEMI ARID,20-30,NORMAL,0.1,0.49340537,4,3,1,3
POTATO,WET,SEMI ARID,20-30,RAINY,0.3,0.513120366,12,2,3,3
TOMATO,HUMID,SEMI HUMID,13-20,SUNNY,4.92,0.919083626,1,3,4,2
MUSTARD,WET,SEMI ARID,13-20,WINDY,4.06,0.060684644,11,2,2,3
SOYABEAN,HUMID,SEMI HUMID,13-20,NORMAL,3.9,0.273851823,3,3,1,2
TOMATO,HUMID,HUMID,30-40,WINDY,5.52,0.024565119,1,3,2,1
CABBAGE,DRY,DESERT,20-30,NORMAL,6.5,0.802907771,14,1,1,4
MUSTARD,WET,SEMI HUMID,20-30,NORMAL,3.34,0.423455298,11,2,1,2
RICE,DRY,HUMID,20-30,SUNNY,13.5,0.963317374,9,1,4,1
MAIZE,HUMID,DESERT,13-20,RAINY,0.2,0.252203629,7,3,3,4
POTATO,HUMID,SEMI HUMID,30-40,RAINY,0.5,0.175821372,12,3,3,2
CABBAGE,HUMID,HUMID,40-50,RAINY,0.3,0.679980833,14,3,3,1
CITRUS,WET,HUMID,40-50,WINDY,5.33,0.14048394,6,2,2,1
COTTON,WET,SEMI HUMID,13-20,RAINY,0.1,0.631334949,5,2,3,2
CABBAGE,HUMID,DESERT,20-30,WINDY,6.3,0.74880785,14,3,2,4
BEAN,WET,HUMID,40-50,RAINY,0.1,0.45269123,15,2,3,1
TOMATO,WET,SEMI ARID,30-40,NORMAL,5.06,0.855471209,1,2,1,3
SUGARCANE,DRY,HUMID,40-50,RAINY,1.7,0.430889878,10,1,3,1
CITRUS,DRY,SEMI HUMID,20-30,WINDY,6.3,0.932622104,6,1,2,2
ONION,DRY,SEMI ARID,20-30,RAINY,0.3,0.89422301,4,1,3,3
CABBAGE,WET,SEMI ARID,20-30,SUNNY,5.33,0.842339793,14,2,4,3
CABBAGE,WET,SEMI ARID,40-50,WINDY,6.83,0.86162072,14,2,2,3
BANANA,HUMID,SEMI ARID,20-30,RAINY,0.5,0.122450354,13,3,3,3
MAIZE,DRY,SEMI HUMID,20-30,NORMAL,5.86,0.410862119,7,1,1,2
BEAN,DRY,HUMID,30-40,RAINY,0.2,0.219282949,15,1,3,1
MAIZE,HUMID,SEMI HUMID,20-30,WINDY,5.42,0.030442615,7,3,2,2
SUGARCANE,DRY,SEMI HUMID,30-40,WINDY,11.4,0.407520426,10,1,2,2
SOYABEAN,HUMID,HUMID,20-30,NORMAL,3.7,0.970334293,3,3,1,1
MAIZE,HUMID,SEMI HUMID,30-40,SUNNY,6.92,0.217924744,7,3,4,2
CABBAGE,HUMID,DESERT,13-20,NORMAL,4.2,0.034520534,14,3,1,4
MUSTARD,WET,SEMI HUMID,20-30,SUNNY,4.84,0.619164878,11,2,4,2
MELON,HUMID,SEMI ARID,40-50,SUNNY,8.64,0.229610834,2,3,4,3
BANANA,WET,SEMI HUMID,30-40,SUNNY,7.04,0.897779448,13,2,4,2
POTATO,DRY,HUMID,30-40,WINDY,8.6,0.537596708,12,1,2,1
MAIZE,HUMID,SEMI HUMID,40-50,RAINY,0.5,0.402446169,7,3,3,2
SUGARCANE,WET,HUMID,40-50,WINDY,6.48,0.707399238,10,2,2,1
CITRUS,HUMID,SEMI HUMID,40-50,NORMAL,6,0.382582885,6,3,1,2
COTTON,WET,SEMI ARID,20-30,RAINY,0.2,0.018428989,5,2,3,3
SOYABEAN,DRY,HUMID,30-40,WINDY,7.5,0.700288766,3,1,2,1
POTATO,WET,SEMI ARID,13-20,WINDY,5.37,0.545223043,12,2,2,3
WHEAT,HUMID,DESERT,20-30,NORMAL,9.1,0.681099563,8,3,1,4
SOYABEAN,HUMID,SEMI HUMID,20-30,NORMAL,4.9,0.665459681,3,3,1,2
POTATO,WET,HUMID,40-50,WINDY,6.15,0.146577209,12,2,2,1
MAIZE,HUMID,SEMI HUMID,13-20,NORMAL,3.42,0.038803322,7,3,1,2
TOMATO,HUMID,SEMI HUMID,13-20,NORMAL,3.42,0.545733946,1,3,1,2
MAIZE,WET,DESERT,30-40,SUNNY,7.1,0.396032032,7,2,4,4
POTATO,DRY,SEMI HUMID,20-30,RAINY,0.8,0.666705469,12,1,3,2
SUGARCANE,HUMID,SEMI ARID,40-50,SUNNY,11.6,0.243168389,10,3,4,3
WHEAT,HUMID,SEMI HUMID,20-30,RAINY,0.6,0.705846552,8,3,3,2
SOYABEAN,HUMID,HUMID,13-20,WINDY,3.8,0.565738672,3,3,2,1
SOYABEAN,WET,DESERT,30-40,RAINY,0.5,0.728188481,3,2,3,4
BANANA,HUMID,HUMID,40-50,RAINY,0.2,0.437037321,13,3,3,1
WHEAT,WET,SEMI HUMID,20-30,NORMAL,5.06,0.524706054,8,2,1,2
TOMATO,HUMID,DESERT,40-50,SUNNY,9.18,0.170318984,1,3,4,4
TOMATO,HUMID,DESERT,20-30,NORMAL,5.68,0.512454842,1,3,1,4
ONION,WET,SEMI ARID,40-50,SUNNY,6.125,0.284077654,4,2,4,3
COTTON,HUMID,DESERT,40-50,WINDY,10.5,0.982525867,5,3,2,4
COTTON,DRY,HUMID,40-50,NORMAL,8.65,0.650570031,5,1,1,1
RICE,DRY,SEMI ARID,13-20,NORMAL,15.5,0.955391665,9,1,1,3
MUSTARD,HUMID,SEMI HUMID,20-30,RAINY,0.2,0.175434697,11,3,3,2
SUGARCANE,DRY,DESERT,13-20,WINDY,11.54,0.573913559,10,1,2,4
SOYABEAN,DRY,SEMI ARID,20-30,RAINY,0.6,0.476813516,3,1,3,3
BEAN,DRY,HUMID,13-20,WINDY,5.51,0.807029573,15,1,2,1
BEAN,HUMID,DESERT,40-50,NORMAL,8.34,0.168453716,15,3,1,4
SUGARCANE,HUMID,HUMID,30-40,NORMAL,6.35,0.580949887,10,3,1,1
SOYABEAN,WET,SEMI ARID,20-30,WINDY,5.6,0.957153872,3,2,2,3
CITRUS,DRY,DESERT,30-40,SUNNY,8.5,0.422482765,6,1,4,4
TOMATO,DRY,SEMI ARID,13-20,SUNNY,7.08,0.269447447,1,1,4,3
WHEAT,HUMID,HUMID,20-30,RAINY,0.3,0.523993,8,3,3,1
SOYABEAN,HUMID,SEMI ARID,30-40,RAINY,0.5,0.648907542,3,3,3,3
SUGARCANE,HUMID,SEMI ARID,40-50,RAINY,2.1,0.416155995,10,3,3,3
POTATO,HUMID,SEMI HUMID,20-30,RAINY,0.3,0.960655756,12,3,3,2
BANANA,DRY,SEMI HUMID,13-20,SUNNY,8.45,0.787994496,13,1,4,2
COTTON,HUMID,DESERT,30-40,WINDY,9.6,0.262289371,5,3,2,4
SUGARCANE,WET,SEMI HUMID,30-40,SUNNY,7.56,0.571542049,10,2,4,2
CABBAGE,DRY,SEMI HUMID,40-50,SUNNY,9,0.774643348,14,1,4,2
SOYABEAN,WET,DESERT,30-40,SUNNY,7.7,0.011039011,3,2,4,4
BEAN,HUMID,DESERT,20-30,RAINY,0.8,0.758071623,15,3,3,4
MELON,HUMID,SEMI HUMID,20-30,RAINY,0.2,0.303533561,2,3,3,2
SUGARCANE,DRY,DESERT,20-30,WINDY,12.5,0.003686198,10,1,2,4
CITRUS,DRY,SEMI ARID,13-20,RAINY,0.5,0.487487244,6,1,3,3
BEAN,WET,DESERT,30-40,SUNNY,7.7,0.65779381,15,2,4,4
SOYABEAN,HUMID,HUMID,40-50,WINDY,6.8,0.556384863,3,3,2,1
SOYABEAN,HUMID,HUMID,13-20,RAINY,0.1,0.072677054,3,3,3,1
RICE,HUMID,DESERT,13-20,SUNNY,14.5,0.720729446,9,3,4,4
ONION,DRY,DESERT,30-40,SUNNY,7.75,0.253632426,4,1,4,4
MAIZE,WET,DESERT,13-20,WINDY,4.6,0.714316661,7,2,2,4
BANANA,HUMID,SEMI ARID,30-40,SUNNY,9.42,0.640721282,13,3,4,3
SUGARCANE,HUMID,HUMID,13-20,RAINY,0.2,0.59370732,10,3,3,1
SUGARCANE,HUMID,HUMID,13-20,NORMAL,4.34,0.749731462,10,3,1,1
MUSTARD,DRY,SEMI HUMID,20-30,RAINY,0.3,0.414805412,11,1,3,2
CITRUS,WET,HUMID,13-20,SUNNY,2.83,0.805075188,6,2,4,1
CABBAGE,WET,SEMI ARID,13-20,NORMAL,2.83,0.499018781,14,2,1,3
RICE,HUMID,SEMI HUMID,20-30,RAINY,2.5,0.474154049,9,3,3,2
ONION,WET,HUMID,13-20,RAINY,2.625,0.061293316,4,2,3,1
MELON,HUMID,SEMI ARID,13-20,RAINY,0.2,0.772929385,2,3,3,3
ONION,WET,SEMI HUMID,30-40,WINDY,5.125,0.896748983,4,2,2,2
COTTON,DRY,HUMID,40-50,WINDY,9.65,0.813327645,5,1,2,1
POTATO,DRY,DESERT,20-30,SUNNY,11,0.634168128,12,1,4,4
BANANA,WET,SEMI ARID,20-30,SUNNY,6.8,0.758327191,13,2,4,3
SUGARCANE,HUMID,HUMID,30-40,SUNNY,7.85,0.864899829,10,3,4,1
BANANA,DRY,SEMI ARID,20-30,NORMAL,8.98,0.436237578,13,1,1,3
WHEAT,HUMID,HUMID,20-30,NORMAL,5.3,0.072268489,8,3,1,1
TOMATO,HUMID,SEMI HUMID,30-40,RAINY,0.3,0.91119097,1,3,3,2
POTATO,HUMID,HUMID,20-30,RAINY,0.2,0.401504749,12,3,3,1
MUSTARD,WET,SEMI HUMID,30-40,SUNNY,5.84,0.756854499,11,2,4,2
POTATO,HUMID,DESERT,13-20,SUNNY,8.2,0.564109265,12,3,4,4
BEAN,WET,SEMI HUMID,30-40,SUNNY,6.2,0.865436065,15,2,4,2
COTTON,HUMID,SEMI HUMID,40-50,SUNNY,9,0.251225151,5,3,4,2
SOYABEAN,HUMID,SEMI HUMID,30-40,NORMAL,5.8,0.622422576,3,3,1,2
BEAN,HUMID,HUMID,40-50,WINDY,6.8,0.366091087,15,3,2,1
COTTON,DRY,HUMID,13-20,SUNNY,7.15,0.565567947,5,1,4,1
CABBAGE,HUMID,HUMID,20-30,NORMAL,3.33,0.025085487,14,3,1,1
COTTON,WET,SEMI HUMID,40-50,NORMAL,6.52,0.224007917,5,2,1,2
WHEAT,DRY,SEMI HUMID,20-30,NORMAL,9.5,0.749863399,8,1,1,2
MELON,WET,SEMI ARID,30-40,WINDY,606,0.211665853,2,2,2,3
ONION,HUMID,SEMI HUMID,13-20,WINDY,0.1,0.545706234,4,3,2,2
CITRUS,DRY,SEMI ARID,13-20,SUNNY,6.55,0.625622198,6,1,4,3
SOYABEAN,WET,HUMID,20-30,NORMAL,2.6,0.136908661,3,2,1,1
TOMATO,HUMID,SEMI HUMID,20-30,WINDY,5.42,0.724358874,1,3,2,2
MAIZE,WET,DESERT,13-20,RAINY,0.1,0.447486042,7,2,3,4
MELON,HUMID,DESERT,40-50,RAINY,0.8,0.810362022,2,3,3,4
MAIZE,WET,SEMI HUMID,30-40,SUNNY,5.84,0.267573438,7,2,4,2
COTTON,WET,HUMID,20-30,SUNNY,4.5,0.525686282,5,2,4,1
TOMATO,HUMID,SEMI HUMID,20-30,SUNNY,5.92,0.32226177,1,3,4,2
BEAN,HUMID,SEMI HUMID,40-50,NORMAL,6.7,0.728879447,15,3,1,2
CABBAGE,HUMID,HUMID,30-40,WINDY,5.3,0.895403523,14,3,2,1
MELON,WET,SEMI HUMID,20-30,NORMAL,3.34,0.948483224,2,2,1,2
MELON,HUMID,HUMID,30-40,RAINY,0.2,0.458609146,2,3,3,1
WHEAT,WET,SEMI HUMID,40-50,NORMAL,7.05,0.512554224,8,2,1,2
BEAN,HUMID,HUMID,20-30,RAINY,0.1,0.467891193,15,3,3,1
TOMATO,HUMID,SEMI HUMID,13-20,WINDY,4.42,0.935244707,1,3,2,2
SOYABEAN,WET,SEMI ARID,13-20,SUNNY,5,0.759142566,3,2,4,3
SOYABEAN,DRY,DESERT,40-50,RAINY,1.95,0.123281476,3,1,3,4
MELON,WET,DESERT,13-20,NORMAL,3.6,0.928168054,2,2,1,4
MUSTARD,WET,DESERT,20-30,WINDY,5.6,0.903337356,11,2,2,4
RICE,HUMID,SEMI ARID,40-50,RAINY,6.5,0.274430109,9,3,3,3
MUSTARD,HUMID,SEMI ARID,30-40,WINDY,7.14,0.520221411,11,3,2,3
TOMATO,WET,DESERT,20-30,RAINY,0.2,0.327971181,1,2,3,4
BEAN,HUMID,DESERT,30-40,WINDY,8.4,0.854056806,15,3,2,4
COTTON,DRY,SEMI HUMID,30-40,SUNNY,10.45,0.447511929,5,1,4,2
WHEAT,DRY,SEMI ARID,40-50,RAINY,4.5,0.758389757,8,1,3,3
CABBAGE,WET,DESERT,40-50,WINDY,7.3,0.492529217,14,2,2,4
MUSTARD,WET,HUMID,30-40,WINDY,4.5,0.279817818,11,2,2,1
MAIZE,DRY,HUMID,20-30,WINDY,5.96,0.740731111,7,1,2,1
SOYABEAN,WET,SEMI ARID,40-50,RAINY,0.5,0.533854406,3,2,3,3
CITRUS,DRY,SEMI HUMID,30-40,SUNNY,7.7,0.878974107,6,1,4,2
BANANA,HUMID,HUMID,13-20,RAINY,0.1,0.665092423,13,3,3,1
SUGARCANE,DRY,DESERT,20-30,NORMAL,11.5,0.044761915,10,1,1,4
POTATO,HUMID,DESERT,40-50,NORMAL,9.5,0.419700864,12,3,1,4
MELON,HUMID,HUMID,40-50,WINDY,6.52,0.17728994,2,3,2,1
TOMATO,DRY,HUMID,20-30,WINDY,5.96,0.500645183,1,1,2,1
CABBAGE,DRY,DESERT,30-40,SUNNY,8.5,0.945576301,14,1,4,4
SOYABEAN,HUMID,SEMI HUMID,30-40,RAINY,0.3,0.96334478,3,3,3,2
WHEAT,DRY,SEMI ARID,20-30,NORMAL,10.7,0.358955395,8,1,1,3
MELON,WET,DESERT,30-40,NORMAL,5.6,0.429070166,2,2,1,4
MUSTARD,DRY,DESERT,20-30,SUNNY,8.62,0.621181592,11,1,4,4
ONION,WET,SEMI HUMID,13-20,WINDY,0.1,0.388969422,4,2,2,2
SUGARCANE,WET,HUMID,13-20,NORMAL,2.48,0.286643204,10,2,1,1
SOYABEAN,WET,SEMI HUMID,30-40,NORMAL,4.7,0.433982525,3,2,1,2
CITRUS,DRY,DESERT,30-40,WINDY,8,0.0414165,6,1,2,4
CITRUS,HUMID,SEMI HUMID,30-40,WINDY,6.1,0.526435325,6,3,2,2
RICE,WET,SEMI HUMID,30-40,WINDY,9.5,0.61137128,9,2,2,2
MAIZE,HUMID,SEMI HUMID,40-50,SUNNY,7.92,0.434870613,7,3,4,2
WHEAT,WET,SEMI ARID,20-30,RAINY,0.5,0.120807161,8,2,3,3
ONION,DRY,SEMI ARID,40-50,SUNNY,8.625,0.229969306,4,1,4,3
TOMATO,HUMID,SEMI ARID,13-20,NORMAL,4.14,0.458434106,1,3,1,3
BEAN,HUMID,DESERT,40-50,SUNNY,9.85,0.268258476,15,3,4,4
WHEAT,HUMID,HUMID,20-30,WINDY,6.3,0.254025611,8,3,2,1
POTATO,HUMID,HUMID,30-40,SUNNY,6.5,0.018710569,12,3,4,1
BANANA,DRY,DESERT,40-50,WINDY,12.65,0.907730193,13,1,2,4
BEAN,DRY,HUMID,13-20,NORMAL,4.51,0.53636774,15,1,1,1
SUGARCANE,DRY,DESERT,13-20,RAINY,2.54,0.868108496,10,1,3,4
MELON,DRY,SEMI ARID,13-20,SUNNY,7.08,0.099155365,2,1,4,3
