ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_used,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Random Number,Season in number
F00153891,3702,Rabi,Black-Cotton,2,20,35,0,Summer,Partial Damage,0.986635142,1
F00049049,851,Kharif,Alluvial,1,10,36,2,Monsoon,Minimal Damage,0.986604303,2
F00036987,677,Kharif,Alluvial,1,25,20,5,Monsoon,Minimal Damage,0.986596859,2
F00098143,1575,Rabi,Alluvial,1,40,19,28,Monsoon,Minimal Damage,0.98659381,2
F00025919,577,Kharif,Black-Cotton,3,0,0,0,Winter,Partial Damage,0.986586191,3
F00149287,3164,Rabi,Alluvial,1,10,40,20,Monsoon,Minimal Damage,0.986577461,2
F00073758,1132,Kharif,Alluvial,3,0,0,0,Summer,Significant Damage,0.986574181,1
F00099568,1576,Rabi,Alluvial,2,15,41,0,Monsoon,Minimal Damage,0.986566192,2
F00089703,1385,Rabi,Black-Cotton,2,25,47,0,Winter,Minimal Damage,0.986555914,3
F00073245,1132,Rabi,Alluvial,2,50,18,0,Monsoon,Minimal Damage,0.98653087,2
F00112274,1786,Rabi,Alluvial,2,15,46,0,Summer,Minimal Damage,0.986520243,1
F00019921,489,Rabi,Alluvial,1,15,15,16,Monsoon,Minimal Damage,0.986508119,2
F00020804,531,Rabi,Alluvial,1,10,12,18,Winter,Minimal Damage,0.986492473,3
F00093264,1478,Rabi,Black-Cotton,2,20,44,0,Monsoon,Partial Damage,0.986429581,2
F00098249,1575,Kharif,Alluvial,1,10,42,7,Monsoon,Minimal Damage,0.986415445,2
F00089445,1385,Kharif,Black-Cotton,2,25,41,0,Winter,Minimal Damage,0.986401422,3
F00131066,2267,Rabi,Black-Cotton,1,40,44,16,Summer,Minimal Damage,0.986400624,1
F00045921,790,Rabi,Alluvial,1,20,13,15,Monsoon,Minimal Damage,0.986390139,2
F00067137,1056,Rabi,Black-Cotton,1,40,15,23,Winter,Minimal Damage,0.986365313,3
F00100511,1576,Rabi,Black-Cotton,1,40,24,20,Monsoon,Minimal Damage,0.986346179,2
F00056447,916,Kharif,Black-Cotton,2,40,38,0,Monsoon,Partial Damage,0.986323134,2
F00046080,790,Rabi,Alluvial,2,60,32,0,Monsoon,Minimal Damage,0.986307972,2
F00097023,1478,Rabi,Alluvial,1,5,30,6,Summer,Minimal Damage,0.986290267,1
F00091105,1385,Rabi,Black-Cotton,1,50,26,18,Monsoon,Minimal Damage,0.986248924,2
F00118019,1898,Rabi,Black-Cotton,1,40,10,34,Summer,Minimal Damage,0.986215102,1
F00069877,1132,Rabi,Black-Cotton,2,10,39,0,Monsoon,Significant Damage,0.986206002,2
F00100519,1576,Rabi,Black-Cotton,1,20,38,3,Winter,Partial Damage,0.986198634,3
F00149690,3165,Rabi,Black-Cotton,1,20,17,40,Summer,Minimal Damage,0.986198594,1
F00028138,625,Rabi,Alluvial,1,30,26,15,Winter,Minimal Damage,0.986180924,3
F00034288,677,Rabi,Black-Cotton,1,10,11,18,Summer,Minimal Damage,0.986172623,1
F00146137,2999,Rabi,Alluvial,1,15,15,44,Monsoon,Minimal Damage,0.986163429,2
F00123891,2138,Kharif,Alluvial,2,20,52,0,Winter,Partial Damage,0.986163416,3
F00014440,448,Kharif,Alluvial,2,30,22,0,Winter,Minimal Damage,0.986151672,3
F00096874,1478,Rabi,Alluvial,1,40,38,4,Summer,Minimal Damage,0.986148183,1
F00004116,256,Rabi,Black-Cotton,1,50,14,6,Monsoon,Minimal Damage,0.986122189,2
F00010033,375,Kharif,Black-Cotton,2,40,30,0,Winter,Minimal Damage,0.986088358,3
F00017233,488,Rabi,Black-Cotton,1,25,30,2,Monsoon,Minimal Damage,0.986073309,2
F00120662,2015,Rabi,Alluvial,2,20,48,0,Summer,Partial Damage,0.986072355,1
F00013601,448,Rabi,Black-Cotton,1,60,11,15,Monsoon,Minimal Damage,0.986051966,2
F00119775,2015,Rabi,Black-Cotton,1,30,21,26,Winter,Minimal Damage,0.986051894,3
F00067675,1056,Rabi,Alluvial,1,40,29,10,Winter,Minimal Damage,0.98604051,3
F00002937,231,Kharif,Alluvial,3,0,0,0,Summer,Partial Damage,0.986020183,1
F00015878,448,Rabi,Alluvial,1,35,24,3,Monsoon,Minimal Damage,0.986001699,2
F00072782,1132,Rabi,Alluvial,1,15,27,10,Summer,Minimal Damage,0.985984917,1
F00056294,916,Rabi,Alluvial,1,30,13,10,Monsoon,Minimal Damage,0.985961497,2
F00145278,2840,Rabi,Alluvial,1,40,18,37,Monsoon,Minimal Damage,0.985948433,2
F00038424,731,Kharif,Alluvial,2,15,25,0,Winter,Minimal Damage,0.98592494,3
F00085964,1297,Rabi,Black-Cotton,1,40,23,14,Summer,Minimal Damage,0.985920489,1
F00082627,1296,Kharif,Black-Cotton,2,30,31,0,Monsoon,Minimal Damage,0.985915798,2
F00012441,410,Rabi,Alluvial,1,25,18,13,Winter,Minimal Damage,0.985898323,3
F00150229,3165,Rabi,Alluvial,2,30,30,0,Monsoon,Minimal Damage,0.985894079,2
F00004481,257,Rabi,Alluvial,2,30,26,0,Winter,Minimal Damage,0.985890567,3
F00154983,3895,Kharif,Alluvial,1,5,34,20,Summer,Partial Damage,0.985843504,1
F00033435,677,Kharif,Alluvial,1,40,35,6,Summer,Minimal Damage,0.985836366,1
F00148410,3164,Rabi,Alluvial,2,15,57,0,Summer,Minimal Damage,0.985834975,1
F00030684,625,Rabi,Black-Cotton,1,40,13,16,Summer,Minimal Damage,0.98582693,1
F00059193,984,Kharif,Black-Cotton,2,30,13,0,Winter,Minimal Damage,0.985826299,3
F00062205,984,Rabi,Black-Cotton,1,25,20,4,Winter,Minimal Damage,0.985778103,3
F00148174,2999,Kharif,Black-Cotton,2,15,39,0,Summer,Minimal Damage,0.98577194,1
F00050553,851,Kharif,Alluvial,1,30,25,13,Monsoon,Minimal Damage,0.985766771,2
F00111488,1785,Rabi,Alluvial,1,30,25,22,Summer,Minimal Damage,0.985765553,1
F00050276,851,Rabi,Black-Cotton,1,60,34,2,Winter,Minimal Damage,0.985749418,3
F00074816,1212,Kharif,Alluvial,2,50,42,0,Monsoon,Minimal Damage,0.985744037,2
F00008531,342,Rabi,Black-Cotton,1,30,13,12,Summer,Minimal Damage,0.985735218,1
F00077901,1212,Rabi,Black-Cotton,1,20,20,22,Summer,Minimal Damage,0.985728834,1
F00059431,984,Rabi,Black-Cotton,1,50,31,8,Winter,Minimal Damage,0.985725072,3
F00100054,1576,Rabi,Black-Cotton,1,40,21,21,Summer,Minimal Damage,0.985724925,1
F00090885,1385,Rabi,Alluvial,1,40,22,3,Monsoon,Minimal Damage,0.985713087,2
F00036706,677,Kharif,Alluvial,1,20,22,5,Monsoon,Minimal Damage,0.985706657,2
F00122020,2016,Rabi,Alluvial,1,20,25,32,Monsoon,Minimal Damage,0.985701919,2
F00082452,1296,Rabi,Black-Cotton,1,10,15,23,Summer,Minimal Damage,0.98569247,1
F00155628,4096,Rabi,Black-Cotton,1,20,60,10,Summer,Partial Damage,0.985678996,1
F00016239,448,Rabi,Alluvial,1,20,21,4,Summer,Minimal Damage,0.985652246,1
F00129877,2267,Kharif,Alluvial,2,10,25,0,Summer,Partial Damage,0.985627127,1
F00127931,2139,Kharif,Alluvial,1,40,36,13,Summer,Minimal Damage,0.985559461,1
F00149962,3165,Rabi,Black-Cotton,1,20,34,23,Summer,Partial Damage,0.985543147,1
F00066995,1056,Kharif,Alluvial,1,10,30,6,Summer,Minimal Damage,0.985514332,1
F00149369,3164,Rabi,Alluvial,1,25,53,4,Summer,Minimal Damage,0.985484564,1
F00003538,232,Rabi,Black-Cotton,2,60,24,0,Summer,Minimal Damage,0.985464754,1
F00085133,1297,Rabi,Black-Cotton,1,20,25,20,Monsoon,Minimal Damage,0.985462233,2
F00049144,851,Rabi,Black-Cotton,1,30,30,8,Monsoon,Minimal Damage,0.985458422,2
F00047101,850,Rabi,Black-Cotton,1,20,17,21,Summer,Minimal Damage,0.985457524,1
F00078703,1212,Rabi,Black-Cotton,2,30,43,0,Winter,Partial Damage,0.985456526,3
F00090371,1385,Rabi,Alluvial,1,30,34,1,Monsoon,Minimal Damage,0.985454142,2
F00048669,851,Kharif,Alluvial,1,20,13,15,Monsoon,Minimal Damage,0.985447759,2
F00122805,2016,Kharif,Alluvial,1,20,47,7,Summer,Minimal Damage,0.985441621,1
F00023548,531,Rabi,Black-Cotton,1,10,12,18,Winter,Minimal Damage,0.985431108,3
F00112000,1786,Rabi,Alluvial,1,20,5,20,Monsoon,Minimal Damage,0.985427026,2
F00086352,1385,Kharif,Alluvial,1,15,31,9,Monsoon,Minimal Damage,0.985413451,2
F00021945,531,Rabi,Alluvial,1,25,16,14,Winter,Minimal Damage,0.985412782,3
F00099204,1575,Kharif,Black-Cotton,2,30,52,0,Winter,Minimal Damage,0.985410376,3
F00050499,851,Rabi,Black-Cotton,1,25,8,11,Monsoon,Minimal Damage,0.985386218,2
F00017611,488,Kharif,Alluvial,1,5,31,1,Monsoon,Minimal Damage,0.985385333,2
F00036415,677,Rabi,Black-Cotton,1,25,14,20,Summer,Minimal Damage,0.985365001,1
F00112701,1786,Kharif,Alluvial,1,30,47,1,Summer,Minimal Damage,0.985356564,1
F00018897,488,Rabi,Black-Cotton,1,30,13,3,Summer,Minimal Damage,0.985350843,1
F00100548,1576,Kharif,Alluvial,2,15,47,0,Summer,Minimal Damage,0.985349117,1
F00007488,342,Rabi,Black-Cotton,2,45,27,0,Summer,Minimal Damage,0.985341792,1
F00022365,531,Rabi,Black-Cotton,2,30,24,0,Summer,Minimal Damage,0.985341282,1
F00120596,2015,Rabi,Alluvial,1,15,48,5,Monsoon,Minimal Damage,0.985322448,2
F00126243,2139,Rabi,Black-Cotton,2,20,48,0,Winter,Partial Damage,0.985297714,3
F00116403,1898,Rabi,Black-Cotton,1,15,27,26,Monsoon,Minimal Damage,0.985268915,2
F00046154,790,Rabi,Black-Cotton,1,40,27,7,Winter,Minimal Damage,0.985266877,3
F00143401,2840,Rabi,Alluvial,1,20,50,13,Monsoon,Minimal Damage,0.985260531,2
F00012710,411,Rabi,Alluvial,1,10,18,12,Summer,Minimal Damage,0.985237199,1
F00109843,1785,Rabi,Black-Cotton,1,20,42,4,Summer,Minimal Damage,0.985210705,1
F00047253,850,Kharif,Alluvial,1,30,26,14,Monsoon,Minimal Damage,0.985205723,2
F00116912,1898,Kharif,Alluvial,1,20,42,9,Monsoon,Minimal Damage,0.985186528,2
F00034184,677,Rabi,Black-Cotton,1,20,13,17,Summer,Minimal Damage,0.985186242,1
F00057797,984,Rabi,Black-Cotton,1,40,38,6,Summer,Minimal Damage,0.985174755,1
F00060870,984,Kharif,Alluvial,1,40,26,19,Winter,Minimal Damage,0.985174367,3
F00124866,2138,Rabi,Alluvial,1,20,37,9,Monsoon,Minimal Damage,0.985166237,2
F00109114,1785,Rabi,Black-Cotton,1,80,30,12,Monsoon,Minimal Damage,0.985152278,2
F00087749,1385,Rabi,Black-Cotton,1,20,28,14,Monsoon,Minimal Damage,0.985138778,2
F00039016,731,Kharif,Alluvial,1,30,30,4,Summer,Minimal Damage,0.985134799,1
F00088216,1385,Rabi,Alluvial,1,15,33,8,Winter,Minimal Damage,0.985123806,3
F00035202,677,Rabi,Alluvial,1,15,9,21,Monsoon,Minimal Damage,0.985123434,2
F00104255,1678,Rabi,Black-Cotton,1,40,11,32,Winter,Partial Damage,0.985113008,3
F00118733,2015,Rabi,Black-Cotton,1,10,25,25,Monsoon,Minimal Damage,0.985104411,2
F00062932,1056,Rabi,Alluvial,1,25,10,27,Monsoon,Minimal Damage,0.985085431,2
F00031576,626,Rabi,Alluvial,1,50,34,1,Summer,Minimal Damage,0.985083989,1
F00130891,2267,Rabi,Alluvial,1,20,36,13,Winter,Partial Damage,0.985082386,3
F00131538,2267,Rabi,Black-Cotton,1,10,35,9,Monsoon,Partial Damage,0.985078479,2
F00005896,311,Rabi,Alluvial,2,40,27,0,Monsoon,Partial Damage,0.985067431,2
F00000028,150,Kharif,Alluvial,2,15,20,0,Monsoon,Minimal Damage,0.98502649,2
F00011176,410,Rabi,Alluvial,2,10,28,0,Monsoon,Minimal Damage,0.985016689,2
F00082600,1296,Rabi,Alluvial,2,80,45,0,Monsoon,Minimal Damage,0.985012554,2
F00013860,448,Rabi,Black-Cotton,2,5,12,0,Summer,Minimal Damage,0.985000181,1
F00064018,1056,Rabi,Alluvial,1,35,35,5,Winter,Minimal Damage,0.984998384,3
F00077881,1212,Rabi,Alluvial,1,20,34,13,Monsoon,Minimal Damage,0.984980232,2
F00041034,732,Kharif,Alluvial,2,40,39,0,Winter,Minimal Damage,0.984974566,3
F00151681,3337,Rabi,Alluvial,1,20,31,26,Winter,Partial Damage,0.984965451,3
F00047744,850,Kharif,Black-Cotton,2,40,32,0,Winter,Partial Damage,0.984953881,3
F00062119,984,Rabi,Alluvial,1,10,31,4,Monsoon,Minimal Damage,0.984953372,2
F00025930,577,Rabi,Black-Cotton,2,50,25,0,Summer,Minimal Damage,0.984933323,1
F00057790,984,Rabi,Black-Cotton,1,40,18,16,Summer,Minimal Damage,0.984932906,1
F00115216,1898,Rabi,Alluvial,1,25,15,26,Monsoon,Minimal Damage,0.984929274,2
F00096087,1478,Rabi,Black-Cotton,1,20,16,21,Summer,Minimal Damage,0.984924015,1
F00121556,2016,Rabi,Black-Cotton,1,40,34,15,Summer,Minimal Damage,0.984888038,1
F00090748,1385,Rabi,Black-Cotton,1,20,11,27,Monsoon,Minimal Damage,0.984879588,2
F00050273,851,Rabi,Black-Cotton,1,45,23,13,Summer,Minimal Damage,0.984877492,1
F00084402,1297,Rabi,Alluvial,1,40,43,3,Monsoon,Minimal Damage,0.984862428,2
F00045609,790,Rabi,Black-Cotton,1,20,29,10,Monsoon,Minimal Damage,0.98485084,2
F00083089,1296,Kharif,Black-Cotton,2,30,45,0,Monsoon,Minimal Damage,0.984792611,2
F00017752,488,Rabi,Black-Cotton,1,80,20,5,Monsoon,Minimal Damage,0.984774553,2
F00151821,3337,Rabi,Alluvial,1,25,31,32,Summer,Partial Damage,0.984769099,1
F00030087,625,Rabi,Black-Cotton,1,80,23,3,Winter,Minimal Damage,0.98475851,3
F00101453,1576,Kharif,Alluvial,1,20,18,29,Winter,Minimal Damage,0.984756215,3
F00027829,577,Rabi,Black-Cotton,1,10,14,19,Summer,Minimal Damage,0.98474504,1
F00145062,2840,Rabi,Black-Cotton,1,20,46,10,Winter,Minimal Damage,0.984735011,3
F00119410,2015,Rabi,Black-Cotton,1,25,15,33,Monsoon,Minimal Damage,0.984715003,2
F00073578,1132,Rabi,Alluvial,2,45,41,0,Monsoon,Minimal Damage,0.984699453,2
F00064466,1056,Rabi,Black-Cotton,2,25,40,0,Summer,Partial Damage,0.984695414,1
F00072689,1132,Rabi,Black-Cotton,1,40,21,8,Winter,Minimal Damage,0.984672551,3
F00102121,1576,Kharif,Alluvial,1,15,27,11,Summer,Minimal Damage,0.984669857,1
F00131980,2267,Kharif,Alluvial,1,15,25,2,Summer,Minimal Damage,0.984661811,1
F00149338,3164,Rabi,Black-Cotton,1,40,38,12,Monsoon,Minimal Damage,0.984651638,2
F00001818,188,Rabi,Alluvial,2,40,15,0,Summer,Minimal Damage,0.984644477,1
F00138142,2541,Rabi,Black-Cotton,1,20,27,22,Winter,Partial Damage,0.984590161,3
F00133576,2401,Kharif,Alluvial,1,20,25,4,Monsoon,Minimal Damage,0.984583599,2
F00090153,1385,Kharif,Alluvial,1,60,17,30,Winter,Minimal Damage,0.984570614,3
F00068718,1132,Kharif,Alluvial,1,5,17,18,Monsoon,Minimal Damage,0.984564405,2
F00131929,2267,Rabi,Alluvial,1,60,38,17,Summer,Partial Damage,0.984550237,1
F00059682,984,Rabi,Black-Cotton,1,20,25,16,Monsoon,Minimal Damage,0.984523764,2
F00071940,1132,Rabi,Alluvial,1,40,23,23,Monsoon,Minimal Damage,0.984499298,2
F00073085,1132,Rabi,Alluvial,1,10,25,18,Monsoon,Minimal Damage,0.984480655,2
F00063617,1056,Rabi,Black-Cotton,1,20,31,2,Summer,Minimal Damage,0.984436724,1
F00098984,1575,Kharif,Black-Cotton,2,30,26,0,Summer,Minimal Damage,0.984429982,1
F00007223,342,Rabi,Black-Cotton,2,10,11,0,Monsoon,Minimal Damage,0.984423867,2
F00015817,448,Rabi,Black-Cotton,1,60,23,4,Monsoon,Minimal Damage,0.984405953,2
F00120856,2015,Rabi,Alluvial,1,25,45,7,Summer,Minimal Damage,0.984384407,1
F00076786,1212,Rabi,Black-Cotton,1,20,33,12,Winter,Minimal Damage,0.984384136,3
F00144925,2840,Kharif,Alluvial,1,20,32,13,Winter,Partial Damage,0.984375933,3
F00133487,2401,Rabi,Black-Cotton,1,10,39,10,Monsoon,Minimal Damage,0.984373666,2
F00044903,789,Rabi,Alluvial,1,60,36,7,Winter,Minimal Damage,0.984356369,3
F00023257,531,Rabi,Black-Cotton,2,10,33,0,Monsoon,Minimal Damage,0.984346484,2
F00105352,1678,Rabi,Alluvial,1,20,25,18,Monsoon,Minimal Damage,0.984338766,2
F00034753,677,Kharif,Alluvial,1,40,12,18,Monsoon,Minimal Damage,0.984335197,2
F00064744,1056,Rabi,Alluvial,2,5,27,0,Winter,Minimal Damage,0.984331718,3
F00144721,2840,Rabi,Black-Cotton,1,20,40,10,Monsoon,Minimal Damage,0.984302591,2
F00110304,1785,Rabi,Alluvial,1,5,22,25,Summer,Minimal Damage,0.984293075,1
F00030951,625,Rabi,Alluvial,2,15,31,0,Summer,Minimal Damage,0.984283948,1
F00036538,677,Rabi,Black-Cotton,1,20,20,14,Monsoon,Minimal Damage,0.984274341,2
F00085088,1297,Kharif,Alluvial,1,5,24,15,Summer,Minimal Damage,0.984265786,1
F00124116,2138,Rabi,Alluvial,2,40,48,0,Summer,Partial Damage,0.984255029,1
F00135212,2402,Kharif,Alluvial,1,15,9,28,Winter,Minimal Damage,0.984241722,3
F00126226,2139,Kharif,Alluvial,1,10,30,15,Summer,Minimal Damage,0.984231533,1
F00002399,209,Rabi,Alluvial,2,20,7,0,Summer,Minimal Damage,0.984229849,1
F00153002,3516,Rabi,Alluvial,1,40,30,13,Monsoon,Minimal Damage,0.9842105,2
F00108461,1785,Rabi,Black-Cotton,1,30,42,3,Summer,Minimal Damage,0.984210307,1
F00015738,448,Rabi,Alluvial,2,30,6,0,Winter,Minimal Damage,0.984209516,3
F00116340,1898,Kharif,Alluvial,2,5,50,0,Monsoon,Minimal Damage,0.984208123,2
F00131818,2267,Rabi,Black-Cotton,1,15,42,5,Winter,Minimal Damage,0.984179278,3
F00045500,790,Rabi,Alluvial,1,40,29,10,Winter,Minimal Damage,0.984173396,3
F00074911,1212,Rabi,Black-Cotton,1,20,18,14,Monsoon,Minimal Damage,0.984172459,2
F00094668,1478,Rabi,Alluvial,1,20,27,1,Monsoon,Minimal Damage,0.984170466,2
F00073805,1132,Rabi,Alluvial,1,25,40,22,Summer,Minimal Damage,0.984169942,1
F00143622,2840,Rabi,Black-Cotton,1,15,44,14,Summer,Minimal Damage,0.984163091,1
F00068013,1056,Rabi,Black-Cotton,1,25,20,27,Summer,Minimal Damage,0.984140677,1
F00078520,1212,Rabi,Black-Cotton,2,60,39,0,Monsoon,Minimal Damage,0.984118316,2
F00007510,342,Kharif,Alluvial,1,20,27,1,Monsoon,Minimal Damage,0.984117051,2
F00152168,3515,Rabi,Alluvial,1,15,40,19,Winter,Partial Damage,0.98410856,3
F00121895,2016,Rabi,Black-Cotton,1,20,38,10,Monsoon,Minimal Damage,0.984101511,2
F00005849,311,Kharif,Alluvial,2,35,26,0,Monsoon,Minimal Damage,0.984092473,2
F00012857,411,Rabi,Black-Cotton,1,20,8,7,Monsoon,Minimal Damage,0.9840719,2
F00024356,577,Rabi,Black-Cotton,1,70,29,5,Monsoon,Minimal Damage,0.984059578,2
F00129528,2267,Rabi,Alluvial,1,80,49,11,Summer,Minimal Damage,0.984058169,1
F00102829,1576,Rabi,Alluvial,1,10,15,28,Monsoon,Minimal Damage,0.984056744,2
F00085724,1297,Rabi,Black-Cotton,1,60,37,5,Summer,Minimal Damage,0.984043151,1
F00090824,1385,Rabi,Alluvial,2,20,46,0,Monsoon,Partial Damage,0.984025236,2
F00014075,448,Kharif,Alluvial,2,30,21,0,Monsoon,Minimal Damage,0.98402202,2
F00033211,677,Rabi,Alluvial,1,10,30,4,Monsoon,Minimal Damage,0.984016982,2
F00037176,731,Rabi,Black-Cotton,1,30,10,21,Summer,Minimal Damage,0.98401636,1
F00138883,2542,Rabi,Black-Cotton,1,15,18,31,Monsoon,Minimal Damage,0.983997143,2
F00148428,3164,Rabi,Alluvial,1,20,55,3,Winter,Minimal Damage,0.983996764,3
F00047477,850,Kharif,Black-Cotton,2,30,33,0,Winter,Minimal Damage,0.983983491,3
F00010295,375,Kharif,Alluvial,1,20,20,3,Monsoon,Minimal Damage,0.983967064,2
F00007762,342,Rabi,Black-Cotton,1,20,15,5,Monsoon,Minimal Damage,0.983966145,2
F00038868,731,Rabi,Black-Cotton,2,60,31,0,Monsoon,Minimal Damage,0.983963898,2
F00089154,1385,Rabi,Alluvial,1,20,17,27,Summer,Minimal Damage,0.983934797,1
F00086902,1385,Rabi,Alluvial,2,5,30,0,Summer,Partial Damage,0.983917079,1
F00002261,209,Kharif,Alluvial,2,20,24,0,Summer,Minimal Damage,0.983916113,1
F00139090,2542,Rabi,Black-Cotton,1,10,16,26,Summer,Minimal Damage,0.983906384,1
F00131711,2267,Rabi,Alluvial,1,20,47,10,Winter,Partial Damage,0.983903924,3
F00031124,625,Kharif,Alluvial,1,5,19,10,Monsoon,Minimal Damage,0.983903307,2
F00031146,626,Rabi,Black-Cotton,1,5,22,5,Monsoon,Minimal Damage,0.983899263,2
F00053488,915,Kharif,Black-Cotton,2,40,24,0,Monsoon,Minimal Damage,0.983890598,2
F00127472,2139,Rabi,Alluvial,1,30,34,17,Winter,Partial Damage,0.983876756,3
F00155248,3896,Rabi,Alluvial,1,20,20,27,Monsoon,Partial Damage,0.98387361,2
F00045754,790,Rabi,Black-Cotton,1,40,37,1,Monsoon,Minimal Damage,0.983857714,2
F00077348,1212,Kharif,Alluvial,2,20,40,0,Monsoon,Minimal Damage,0.98382322,2
F00034806,677,Rabi,Alluvial,1,50,30,13,Winter,Minimal Damage,0.983807545,3
F00112947,1786,Kharif,Alluvial,1,15,16,6,Monsoon,Partial Damage,0.983792049,2
F00102578,1576,Rabi,Alluvial,1,20,38,13,Winter,Partial Damage,0.983789758,3
F00071260,1132,Kharif,Black-Cotton,2,10,39,0,Monsoon,Minimal Damage,0.983776354,2
F00084709,1297,Rabi,Alluvial,1,60,17,15,Monsoon,Minimal Damage,0.983773629,2
F00109269,1785,Rabi,Black-Cotton,1,20,29,15,Summer,Minimal Damage,0.98377297,1
F00050346,851,Rabi,Alluvial,1,30,18,21,Summer,Minimal Damage,0.983747682,1
F00093868,1478,Rabi,Black-Cotton,1,40,29,21,Winter,Minimal Damage,0.983745672,3
F00065316,1056,Rabi,Black-Cotton,1,20,40,8,Winter,Minimal Damage,0.983719291,3
F00036880,677,Rabi,Black-Cotton,2,10,43,0,Monsoon,Minimal Damage,0.983710452,2
F00094191,1478,Rabi,Alluvial,1,30,36,12,Monsoon,Minimal Damage,0.983708712,2
F00072813,1132,Rabi,Alluvial,1,30,44,2,Summer,Minimal Damage,0.983707788,1
F00089269,1385,Rabi,Alluvial,2,80,43,0,Winter,Partial Damage,0.983693016,3
F00139065,2542,Kharif,Alluvial,2,20,43,0,Summer,Minimal Damage,0.983679831,1
F00100522,1576,Kharif,Alluvial,1,20,47,5,Monsoon,Minimal Damage,0.983669759,2
F00127488,2139,Rabi,Black-Cotton,1,30,28,22,Monsoon,Minimal Damage,0.983666411,2
F00027898,577,Rabi,Alluvial,2,40,18,0,Monsoon,Minimal Damage,0.983664461,2
F00081459,1296,Kharif,Alluvial,2,20,33,0,Monsoon,Minimal Damage,0.98365648,2
F00148603,3164,Rabi,Black-Cotton,1,20,31,25,Winter,Minimal Damage,0.983652376,3
F00136901,2541,Rabi,Black-Cotton,1,10,29,16,Summer,Minimal Damage,0.983648249,1
F00090000,1385,Kharif,Alluvial,3,0,0,0,Winter,Partial Damage,0.983630685,3
F00062111,984,Kharif,Black-Cotton,2,25,41,0,Winter,Minimal Damage,0.983606656,3
F00132292,2267,Rabi,Black-Cotton,1,10,30,19,Monsoon,Minimal Damage,0.983597819,2
F00106474,1678,Kharif,Alluvial,1,30,45,4,Monsoon,Minimal Damage,0.983597742,2
F00025508,577,Kharif,Black-Cotton,2,5,30,0,Monsoon,Minimal Damage,0.983586047,2
F00040352,732,Kharif,Alluvial,1,5,36,4,Summer,Minimal Damage,0.983580926,1
F00094584,1478,Rabi,Black-Cotton,1,20,45,7,Winter,Partial Damage,0.983580583,3
F00151413,3337,Rabi,Alluvial,1,20,25,31,Summer,Minimal Damage,0.983567709,1
F00054938,915,Rabi,Black-Cotton,1,50,5,23,Monsoon,Minimal Damage,0.983564009,2
F00075955,1212,Rabi,Black-Cotton,1,30,33,0,Monsoon,Minimal Damage,0.98355048,2
F00014770,448,Rabi,Alluvial,1,20,30,3,Summer,Minimal Damage,0.983548836,1
F00065649,1056,Rabi,Black-Cotton,1,30,29,11,Summer,Minimal Damage,0.983540644,1
F00102307,1576,Rabi,Black-Cotton,2,40,49,0,Summer,Partial Damage,0.983531772,1
F00155693,4096,Rabi,Alluvial,1,40,54,12,Summer,Significant Damage,0.98352799,1
F00138729,2542,Rabi,Alluvial,1,20,47,3,Monsoon,Partial Damage,0.983521628,2
F00083890,1296,Rabi,Black-Cotton,1,30,24,20,Summer,Minimal Damage,0.983517153,1
F00092932,1478,Rabi,Alluvial,1,5,26,12,Winter,Minimal Damage,0.9835005,3
F00028954,625,Rabi,Black-Cotton,2,30,21,0,Winter,Minimal Damage,0.983491929,3
F00105887,1678,Kharif,Alluvial,1,40,28,19,Winter,Minimal Damage,0.983490126,3
F00043725,789,Kharif,Black-Cotton,2,40,24,0,Summer,Minimal Damage,0.983485573,1
F00065744,1056,Kharif,Alluvial,2,20,34,0,Monsoon,Partial Damage,0.983482065,2
F00054614,915,Kharif,Alluvial,1,20,15,5,Summer,Minimal Damage,0.983471428,1
F00152525,3516,Rabi,Black-Cotton,2,10,30,0,Summer,Minimal Damage,0.983461029,1
F00152050,3515,Kharif,Alluvial,2,20,57,0,Monsoon,Partial Damage,0.983455001,2
F00044422,789,Rabi,Black-Cotton,1,30,17,14,Monsoon,Minimal Damage,0.983448125,2
F00107253,1678,Rabi,Alluvial,1,30,31,24,Summer,Partial Damage,0.983400356,1
F00140318,2687,Rabi,Alluvial,1,5,19,32,Monsoon,Minimal Damage,0.983394193,2
F00110492,1785,Rabi,Black-Cotton,1,20,12,20,Monsoon,Partial Damage,0.98338707,2
F00034102,677,Rabi,Alluvial,2,5,34,0,Monsoon,Minimal Damage,0.983375059,2
F00141767,2688,Rabi,Alluvial,1,10,26,27,Winter,Minimal Damage,0.983361911,3
F00051166,851,Rabi,Black-Cotton,1,30,15,18,Monsoon,Minimal Damage,0.983323182,2
F00134614,2401,Rabi,Alluvial,1,35,46,8,Monsoon,Minimal Damage,0.983318711,2
F00057529,984,Kharif,Alluvial,1,40,37,11,Winter,Minimal Damage,0.983296809,3
F00101778,1576,Rabi,Alluvial,1,30,41,7,Summer,Minimal Damage,0.983277361,1
F00110218,1785,Rabi,Alluvial,1,35,41,3,Monsoon,Minimal Damage,0.983276148,2
F00069684,1132,Kharif,Alluvial,1,15,20,18,Summer,Partial Damage,0.983263007,1
F00094960,1478,Kharif,Alluvial,1,20,15,3,Monsoon,Minimal Damage,0.983262599,2
